NO_OF_FRAMES	5618
NO_OF_CAMERAS	13
NO_OF_MARKERS	6
FREQUENCY	120
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2025-10-10, 15:47:17.423	14041227.18119250
DATA_INCLUDED	3D
MARKER_NAMES	hand	R wrist	L wrist	R elbow	L elbow	
TRAJECTORY_TYPES	Mixed	Measured	Measured	Mixed	Measured	Mixed
hand X	hand Y	hand Z	R wrist X	R wrist Y	R wrist Z	L wrist X	L wrist Y	L wrist Z	R elbow X	R elbow Y	R elbow Z	L elbow X	L elbow Y	L elbow Z	 X	 Y	 Z	
199.910	123.888	54.196	157.877	55.837	53.758	134.836	109.397	57.022	-104.405	-51.627	28.656	-105.886	-50.697	108.743	172.759	-225.377	-10.996
200.432	123.277	56.781	158.075	55.735	56.156	135.119	108.810	59.798	-104.330	-51.266	28.286	-106.104	-50.789	107.952	172.782	-225.294	-11.028
200.634	122.997	59.437	158.289	55.406	58.096	135.505	108.253	62.274	-104.332	-50.858	28.115	-106.440	-51.333	107.440	172.905	-225.230	-11.031
200.645	122.469	61.783	158.436	55.077	59.456	135.609	107.820	64.276	-104.388	-50.677	28.081	-106.928	-52.211	107.534	173.018	-225.210	-10.987
200.599	121.814	64.011	158.459	54.676	60.342	135.577	107.443	65.919	-104.408	-50.387	28.307	-107.209	-53.127	108.131	173.005	-225.265	-10.993
200.450	121.156	66.276	158.483	54.239	61.000	135.391	106.741	67.315	-104.432	-50.043	28.628	-107.294	-53.994	108.866	172.959	-225.294	-10.992
200.323	120.436	68.546	158.500	53.905	61.447	135.362	106.338	68.459	-104.454	-49.812	28.782	-107.199	-54.717	109.394	172.910	-225.319	-10.977
200.120	119.628	70.788	158.541	53.619	61.843	135.316	105.857	69.541	-104.474	-49.605	28.768	-107.150	-55.356	109.498	172.898	-225.322	-10.981
199.826	118.715	72.880	158.600	53.267	62.121	135.265	105.350	70.488	-104.592	-49.449	28.563	-107.187	-55.870	109.236	172.921	-225.286	-10.992
199.641	117.915	74.816	158.712	52.939	62.376	135.241	104.825	71.416	-104.774	-49.240	28.186	-107.239	-56.263	108.741	172.988	-225.251	-10.973
199.526	117.107	76.514	158.825	52.566	62.644	135.313	104.216	72.339	-104.863	-49.025	27.741	-107.331	-56.583	108.109	172.995	-225.245	-10.976
199.475	116.383	77.970	158.954	52.241	62.974	135.439	103.620	73.208	-104.850	-48.721	27.218	-107.446	-56.905	107.359	172.958	-225.280	-10.989
199.520	115.713	79.112	159.031	51.933	63.220	135.556	103.124	73.931	-104.788	-48.489	26.673	-107.530	-57.097	106.617	172.913	-225.334	-10.991
199.653	115.119	79.881	159.146	51.648	63.301	135.730	102.639	74.385	-104.701	-48.307	26.124	-107.626	-57.218	105.955	172.918	-225.340	-10.986
199.852	114.584	80.182	159.279	51.404	63.125	135.960	102.264	74.539	-104.632	-48.185	25.583	-107.712	-57.248	105.438	172.944	-225.281	-10.983
200.148	114.138	79.970	159.500	51.167	62.629	136.256	101.916	74.281	-104.606	-48.114	25.202	-107.747	-57.186	105.035	172.965	-225.256	-10.982
200.512	113.851	79.184	159.815	50.933	61.906	136.609	101.700	73.680	-104.561	-48.074	24.892	-107.692	-57.015	104.844	172.953	-225.261	-10.990
200.935	113.781	77.810	160.115	50.704	60.906	136.990	101.564	72.655	-104.536	-48.050	24.743	-107.583	-56.712	104.772	172.945	-225.295	-10.986
201.441	113.956	75.795	160.435	50.485	59.813	137.418	101.576	71.319	-104.505	-48.096	24.699	-107.410	-56.288	104.779	172.943	-225.323	-10.984
202.005	114.406	73.201	160.671	50.384	58.731	137.773	101.755	69.650	-104.460	-48.171	24.724	-107.230	-55.838	104.847	172.943	-225.323	-10.984
202.534	115.147	70.068	160.853	50.407	57.667	138.097	102.135	67.640	-104.392	-48.300	24.817	-107.049	-55.344	104.998	172.945	-225.295	-10.986
203.205	116.197	66.427	160.921	50.568	56.597	138.451	102.637	65.327	-104.220	-48.406	25.163	-106.868	-54.762	105.198	172.946	-225.267	-10.987
203.772	117.269	62.263	160.924	50.918	55.383	138.809	103.388	62.810	-104.263	-48.968	25.117	-106.722	-54.230	105.431	172.930	-225.266	-11.000
204.302	118.286	57.632	160.875	51.330	54.066	139.001	104.103	60.135	-104.224	-49.328	25.299	-106.560	-53.654	105.696	172.952	-225.289	-10.989
204.917	119.313	52.992	161.049	51.920	52.312	139.057	105.133	57.616	-104.172	-49.623	25.510	-106.353	-53.059	105.923	172.948	-225.310	-10.970
204.395	120.376	50.703	160.981	52.486	51.037	139.180	106.028	55.802	-104.126	-49.897	25.679	-106.164	-52.574	105.993	172.914	-225.340	-10.937
203.884	120.363	50.685	160.696	52.925	50.716	138.537	106.646	55.067	-104.198	-50.059	25.598	-106.018	-52.194	106.054	172.797	-225.430	-10.910
204.030	120.705	51.909	160.469	53.037	51.301	138.181	106.871	55.790	-104.061	-49.955	25.437	-105.897	-51.849	106.012	172.779	-225.518	-10.902
203.663	120.679	54.437	160.296	53.212	52.950	138.228	106.949	57.655	-103.935	-49.602	25.194	-105.663	-51.723	105.558	172.801	-225.496	-10.977
203.773	120.541	57.263	160.246	53.126	55.074	138.063	106.651	60.182	-103.869	-49.163	24.729	-105.651	-51.928	104.866	172.844	-225.417	-11.019
203.888	120.456	59.912	160.166	53.130	57.146	138.122	106.467	62.624	-103.851	-48.789	24.337	-105.806	-52.399	104.218	172.930	-225.322	-11.046
203.956	120.100	62.103	160.026	53.130	58.770	138.181	106.335	64.620	-103.738	-48.290	24.214	-106.116	-53.057	103.865	173.009	-225.241	-11.009
203.790	119.786	64.150	159.899	53.010	59.854	137.910	106.175	66.123	-103.652	-47.853	24.204	-106.363	-53.766	103.889	173.026	-225.242	-10.966
203.547	119.365	66.178	159.809	52.987	60.385	137.707	106.020	67.274	-103.562	-47.373	24.349	-106.433	-54.394	104.164	172.977	-225.253	-10.977
203.239	118.905	68.249	159.752	52.985	60.684	137.559	106.093	68.101	-103.591	-47.217	24.287	-106.397	-54.963	104.345	172.924	-225.288	-10.973
202.828	118.300	70.229	159.666	53.013	60.924	137.387	106.024	68.729	-103.591	-46.904	24.211	-106.267	-55.368	104.381	172.909	-225.334	-10.972
202.547	117.759	72.149	159.624	53.027	61.071	137.292	105.913	69.231	-103.644	-46.587	23.942	-106.151	-55.670	104.078	172.932	-225.339	-10.992
202.336	117.174	73.838	159.649	52.982	61.119	137.291	105.707	69.717	-103.718	-46.293	23.526	-106.108	-55.825	103.576	172.982	-225.289	-10.982
202.234	116.590	75.190	159.730	52.868	61.111	137.397	105.468	70.128	-103.788	-45.973	23.011	-106.110	-55.818	102.885	172.998	-225.260	-10.990
202.271	116.053	76.121	159.814	52.731	61.097	137.546	105.208	70.511	-103.751	-45.622	22.470	-106.117	-55.767	102.125	172.970	-225.278	-10.984
202.450	115.637	76.585	159.951	52.588	60.996	137.815	104.976	70.759	-103.661	-45.349	21.980	-106.151	-55.667	101.378	172.912	-225.321	-10.988
202.793	115.299	76.508	160.122	52.422	60.760	138.111	104.821	70.788	-103.526	-45.158	21.517	-106.191	-55.478	100.773	172.935	-225.344	-10.977
203.255	115.070	75.896	160.327	52.277	60.308	138.459	104.689	70.514	-103.374	-45.049	21.189	-106.230	-55.288	100.382	172.950	-225.315	-10.984
203.826	115.021	74.698	160.543	52.155	59.667	138.883	104.664	69.889	-103.258	-44.992	21.012	-106.212	-55.013	100.187	172.977	-225.283	-10.987
204.480	115.161	72.885	160.796	52.035	58.848	139.350	104.671	68.854	-103.155	-45.003	20.991	-106.077	-54.655	100.238	172.977	-225.283	-10.987
205.201	115.498	70.496	161.058	51.994	57.876	139.821	104.805	67.443	-103.053	-45.077	21.105	-105.896	-54.307	100.468	172.952	-225.300	-10.989
206.047	116.080	67.524	161.290	52.004	56.729	140.344	105.152	65.708	-102.971	-45.203	21.274	-105.610	-53.832	100.815	172.950	-225.328	-10.987
206.828	116.697	64.072	161.520	52.218	55.327	140.953	105.580	63.644	-102.834	-45.297	21.685	-105.324	-53.355	101.210	172.960	-225.324	-10.971
207.593	117.394	60.175	161.652	52.391	53.896	141.354	106.035	61.374	-102.859	-45.718	21.815	-105.057	-52.855	101.610	172.969	-225.303	-10.979
208.330	117.988	55.924	161.774	52.667	52.358	141.690	106.631	59.015	-102.818	-45.998	22.057	-104.753	-52.342	101.976	172.959	-225.294	-10.992
208.711	118.345	52.619	162.024	53.031	50.671	141.953	107.268	57.103	-102.697	-46.179	22.300	-104.436	-51.837	102.206	172.919	-225.285	-10.981
207.579	119.164	52.112	161.986	53.298	49.866	141.764	107.874	55.619	-102.715	-46.311	22.316	-104.213	-51.532	102.332	172.877	-225.376	-10.950
207.622	119.493	52.578	161.736	53.661	49.932	140.905	108.243	55.640	-102.647	-46.296	22.190	-104.042	-51.229	102.391	172.841	-225.473	-10.914
207.947	118.913	53.702	161.646	53.805	50.611	141.343	108.244	56.702	-102.494	-46.146	21.971	-103.803	-51.131	102.125	172.871	-225.502	-10.947
207.505	119.138	56.126	161.595	53.734	51.999	141.157	108.169	58.415	-102.434	-45.911	21.543	-103.689	-51.205	101.550	172.895	-225.449	-10.990
207.678	118.821	58.479	161.675	53.638	53.558	141.205	107.647	60.484	-102.321	-45.663	21.157	-103.804	-51.409	100.957	172.927	-225.365	-11.010
207.911	118.375	60.567	161.839	53.480	54.747	141.440	107.285	62.390	-102.236	-45.331	20.847	-103.997	-51.816	100.454	173.027	-225.314	-11.019
207.805	118.027	62.595	161.972	53.321	55.483	141.533	106.960	64.016	-102.190	-44.966	20.674	-104.193	-52.293	100.213	173.036	-225.308	-10.999
207.725	117.469	64.523	162.030	53.202	55.968	141.487	106.760	65.362	-102.224	-44.704	20.507	-104.292	-52.865	100.225	172.969	-225.347	-10.992
207.474	116.975	66.591	162.071	53.058	56.385	141.299	106.378	66.441	-102.272	-44.289	20.445	-104.264	-53.465	100.342	172.924	-225.389	-10.994
207.050	116.312	68.680	162.119	53.080	56.693	141.201	106.169	67.387	-102.318	-43.939	20.353	-104.156	-54.018	100.341	172.927	-225.407	-10.982
206.721	115.715	70.858	162.118	53.124	57.078	141.070	105.981	68.243	-102.319	-43.484	20.154	-104.008	-54.480	100.198	172.963	-225.369	-10.995
206.425	115.129	72.974	162.160	53.138	57.551	140.974	105.664	69.155	-102.296	-43.049	19.799	-103.962	-54.849	99.814	172.990	-225.337	-10.998
206.234	114.563	74.919	162.237	53.139	58.093	140.966	105.399	70.132	-102.277	-42.624	19.365	-103.950	-55.014	99.194	172.967	-225.342	-11.008
206.201	114.032	76.639	162.370	52.963	58.528	141.061	105.026	71.131	-102.232	-42.216	18.889	-103.964	-55.063	98.467	172.951	-225.371	-11.000
206.337	113.571	78.007	162.495	52.665	58.512	141.299	104.608	72.106	-102.091	-41.796	18.356	-104.008	-54.994	97.729	172.947	-225.398	-10.988
206.650	113.215	78.835	162.753	52.463	58.832	141.612	104.257	72.887	-101.897	-41.458	17.912	-104.058	-54.819	97.089	172.956	-225.377	-10.996
207.018	113.057	79.081	163.028	52.320	58.976	142.006	103.989	73.351	-101.721	-41.242	17.604	-104.085	-54.558	96.665	172.974	-225.353	-10.987
207.500	113.087	78.671	163.368	52.251	58.899	142.396	103.884	73.374	-101.505	-41.043	17.470	-104.106	-54.233	96.519	172.965	-225.343	-11.000
208.003	113.379	77.564	163.692	52.213	58.641	142.849	103.987	72.930	-101.334	-40.961	17.592	-104.079	-53.892	96.715	172.960	-225.351	-11.008
208.607	113.945	75.755	164.105	52.458	58.720	143.351	104.194	72.132	-101.172	-40.903	18.023	-103.917	-53.393	97.231	172.970	-225.374	-10.998
209.236	114.799	73.344	164.401	52.586	58.054	143.789	104.723	70.649	-101.031	-40.953	18.581	-103.689	-52.948	97.967	172.980	-225.386	-10.989
209.876	115.908	70.291	164.606	52.788	57.235	144.162	105.545	68.677	-100.912	-41.067	19.216	-103.403	-52.410	98.867	172.968	-225.375	-10.991
210.528	117.359	66.621	164.707	53.200	56.333	144.495	106.366	66.379	-100.803	-41.253	19.930	-103.117	-51.750	99.811	172.951	-225.371	-11.000
211.063	118.806	62.339	164.785	53.900	55.110	144.862	107.406	63.648	-100.774	-41.692	20.680	-102.865	-51.005	100.773	172.936	-225.342	-11.015
211.479	120.147	57.388	164.720	54.582	53.622	144.969	108.422	60.579	-100.706	-42.042	21.435	-102.636	-50.197	101.693	172.976	-225.351	-10.995
211.700	121.310	52.526	164.808	55.447	51.562	144.905	109.671	57.383	-100.627	-42.468	22.170	-102.428	-49.283	102.440	172.972	-225.335	-10.970
210.191	121.914	50.773	164.571	56.098	49.717	144.425	110.689	54.692	-100.679	-42.948	22.740	-102.271	-48.451	103.004	172.930	-225.413	-10.935
210.103	122.786	50.661	164.168	56.408	49.057	143.419	111.195	53.752	-100.778	-43.349	23.053	-102.178	-47.770	103.520	172.821	-225.497	-10.881
210.159	122.117	51.476	163.986	56.649	49.580	143.557	111.387	54.416	-100.765	-43.565	23.155	-102.011	-47.094	103.648	172.781	-225.520	-10.913
209.716	122.395	54.051	163.886	56.578	51.320	143.375	111.310	56.314	-100.725	-43.413	23.078	-101.910	-46.672	103.317	172.754	-225.445	-10.985
209.750	122.199	56.777	163.838	56.390	53.635	143.352	110.716	58.911	-100.693	-43.356	22.798	-102.022	-46.605	102.788	172.778	-225.337	-11.022
209.943	121.753	59.072	163.891	56.321	55.761	143.518	110.314	61.398	-100.696	-43.151	22.719	-102.340	-46.979	102.359	172.900	-225.264	-11.045
209.845	121.575	61.094	163.898	56.152	57.474	143.578	110.010	63.434	-100.779	-43.027	22.818	-102.775	-47.673	102.347	172.982	-225.217	-11.001
209.670	121.404	62.614	163.776	56.050	58.636	143.425	109.804	64.955	-100.851	-42.858	23.148	-103.141	-48.527	102.882	172.986	-225.262	-10.995
209.205	121.247	63.986	163.586	55.964	59.238	143.083	109.687	65.976	-100.945	-42.737	23.689	-103.251	-49.532	103.757	172.950	-225.315	-10.984
208.587	120.970	65.268	163.361	55.962	59.413	142.674	109.677	66.539	-101.013	-42.605	24.227	-103.243	-50.481	104.634	172.911	-225.349	-10.986
207.862	120.729	66.585	163.050	56.049	59.358	142.149	109.678	66.824	-101.048	-42.472	24.767	-103.174	-51.379	105.278	172.906	-225.329	-10.988
207.072	120.432	67.959	162.684	56.188	59.252	141.532	109.805	66.945	-101.219	-42.619	24.800	-103.055	-52.017	105.551	172.928	-225.281	-10.996
206.253	120.170	69.347	162.291	56.302	59.129	140.953	109.822	67.016	-101.418	-42.686	24.753	-103.080	-52.579	105.398	172.972	-225.250	-10.985
205.413	119.772	70.731	161.910	56.476	59.047	140.378	109.843	67.150	-101.635	-42.690	24.448	-103.130	-52.979	104.973	172.958	-225.264	-10.982
204.698	119.461	72.070	161.470	56.558	59.012	139.881	109.808	67.396	-101.831	-42.674	23.917	-103.279	-53.347	104.173	172.933	-225.311	-10.994
204.054	119.128	73.311	161.112	56.679	58.950	139.395	109.683	67.679	-101.990	-42.666	23.240	-103.420	-53.631	103.260	172.920	-225.342	-10.997
203.499	118.766	74.419	160.679	56.665	58.837	138.837	109.423	67.925	-102.118	-42.723	22.454	-103.616	-53.962	102.253	172.938	-225.331	-10.992
202.972	118.380	75.309	160.315	56.861	58.493	138.468	109.384	68.094	-102.243	-42.774	21.620	-103.798	-54.195	101.288	172.935	-225.285	-10.999
202.549	118.003	75.921	159.945	57.080	57.911	138.160	109.350	68.041	-102.375	-42.849	20.809	-103.957	-54.336	100.434	172.941	-225.263	-10.995
202.211	117.682	76.166	159.747	57.458	57.052	138.019	109.590	67.758	-102.553	-42.971	20.081	-104.087	-54.360	99.773	172.923	-225.274	-11.000
201.972	117.514	75.899	159.455	57.462	55.316	137.791	109.750	67.214	-102.705	-43.052	19.489	-104.155	-54.195	99.260	172.933	-225.314	-10.997
201.888	117.622	75.028	159.389	57.736	54.284	137.685	109.960	66.502	-102.834	-43.095	19.030	-104.143	-53.894	98.872	172.950	-225.328	-10.987
201.902	118.148	73.500	159.366	58.019	53.462	137.625	110.267	65.616	-102.873	-43.059	18.746	-104.046	-53.424	98.602	172.938	-225.317	-10.989
202.036	119.129	71.359	159.437	58.511	53.392	137.669	110.762	64.532	-102.850	-43.067	18.534	-103.965	-52.951	98.339	172.928	-225.294	-10.999
202.419	120.578	68.830	159.474	58.822	52.732	137.749	111.323	63.189	-102.810	-43.102	18.399	-103.863	-52.381	98.212	172.930	-225.279	-11.003
202.705	122.148	65.776	159.452	59.215	52.122	137.843	112.083	61.542	-102.750	-43.185	18.425	-103.793	-51.851	98.225	172.935	-225.285	-10.999
203.009	123.864	62.272	159.408	59.803	51.431	137.827	112.966	59.592	-102.694	-43.321	18.611	-103.686	-51.317	98.444	172.957	-225.306	-10.984
203.389	125.432	58.359	159.373	60.482	50.498	137.835	114.072	57.620	-102.593	-43.433	18.982	-103.518	-50.855	98.853	172.945	-225.322	-10.992
204.157	126.885	54.525	159.455	61.219	49.494	137.876	115.200	56.246	-102.509	-43.553	19.380	-103.323	-50.444	99.341	172.917	-225.311	-10.977
205.298	128.093	51.803	159.790	62.020	48.904	138.312	116.160	55.703	-102.424	-43.553	19.738	-103.041	-49.984	99.836	172.900	-225.253	-10.943
204.847	128.554	51.725	159.831	62.519	49.071	138.528	116.867	55.466	-102.297	-43.252	20.032	-102.818	-49.545	100.226	172.856	-225.269	-10.917
204.519	129.071	53.106	159.688	62.813	49.744	137.948	117.336	55.923	-102.152	-42.741	20.267	-102.658	-49.150	100.518	172.776	-225.349	-10.913
204.634	129.141	55.074	159.573	63.094	51.192	138.042	117.576	57.381	-101.927	-42.194	20.551	-102.571	-48.909	100.669	172.810	-225.412	-10.970
204.857	128.920	57.644	159.683	63.153	52.921	138.258	117.456	59.497	-101.832	-41.605	20.765	-102.485	-48.917	100.726	172.845	-225.373	-11.014
205.058	128.712	60.195	159.877	63.035	54.571	138.523	117.139	61.768	-101.768	-41.044	20.849	-102.548	-49.076	100.788	172.970	-225.275	-11.011
205.174	128.507	62.361	160.095	63.066	55.989	138.803	116.960	63.710	-101.596	-40.490	21.018	-102.666	-49.208	100.867	173.077	-225.235	-10.999
205.131	128.469	64.305	160.173	63.191	57.110	138.800	116.937	65.187	-101.458	-40.029	21.253	-102.791	-49.429	101.022	173.044	-225.217	-10.958
204.896	128.343	66.150	160.193	63.326	57.913	138.733	116.977	66.302	-101.325	-39.642	21.513	-102.860	-49.725	101.269	172.993	-225.241	-10.961
204.643	128.212	67.988	160.223	63.465	58.415	138.652	116.972	67.183	-101.242	-39.328	21.735	-102.826	-49.985	101.634	172.940	-225.262	-10.954
204.269	127.995	69.742	160.225	63.651	58.755	138.520	116.980	67.931	-101.197	-39.020	21.942	-102.733	-50.216	101.917	172.922	-225.290	-10.965
203.912	127.767	71.417	160.216	63.893	59.059	138.317	117.003	68.510	-101.231	-38.775	22.035	-102.634	-50.386	102.002	172.987	-225.279	-10.971
203.514	127.519	72.973	160.168	64.084	59.301	138.183	117.023	69.026	-101.274	-38.604	21.950	-102.602	-50.472	101.870	173.019	-225.253	-10.969
203.207	127.288	74.323	160.113	64.228	59.467	138.044	116.995	69.515	-101.314	-38.433	21.680	-102.622	-50.452	101.564	173.019	-225.251	-10.966
202.859	126.963	75.343	160.089	64.322	59.606	137.923	116.946	69.999	-101.359	-38.282	21.295	-102.656	-50.379	101.088	172.975	-225.265	-10.970
202.702	126.833	76.051	160.077	64.391	59.745	137.885	116.838	70.509	-101.399	-38.123	20.931	-102.702	-50.296	100.607	172.947	-225.283	-10.964
202.668	126.808	76.378	160.084	64.452	59.804	137.905	116.749	70.909	-101.364	-37.907	20.567	-102.769	-50.178	100.068	172.961	-225.282	-10.970
202.730	126.897	76.323	160.127	64.541	59.761	137.969	116.702	71.146	-101.359	-37.822	20.215	-102.849	-50.067	99.613	172.998	-225.260	-10.960
202.896	127.098	75.856	160.182	64.633	59.527	138.066	116.707	71.128	-101.331	-37.782	19.875	-102.916	-49.903	99.259	173.000	-225.262	-10.971
203.253	127.512	74.975	160.254	64.723	59.142	138.190	116.777	70.842	-101.327	-37.793	19.656	-102.951	-49.710	99.049	172.994	-225.270	-10.971
203.567	127.956	73.628	160.337	64.787	58.591	138.374	116.916	70.328	-101.325	-37.827	19.570	-102.932	-49.469	98.974	172.968	-225.274	-10.970
203.981	128.514	71.880	160.436	64.904	57.932	138.608	117.166	69.560	-101.327	-37.890	19.573	-102.825	-49.185	99.039	172.973	-225.280	-10.965
204.434	129.175	69.762	160.531	65.033	57.201	138.853	117.426	68.558	-101.330	-37.970	19.663	-102.743	-48.983	99.155	172.985	-225.264	-10.957
204.880	129.932	67.272	160.611	65.209	56.401	139.103	117.765	67.346	-101.336	-38.119	19.781	-102.624	-48.768	99.354	172.968	-225.260	-10.967
205.339	130.650	64.406	160.669	65.410	55.514	139.322	118.158	65.937	-101.354	-38.284	19.933	-102.489	-48.506	99.570	172.977	-225.253	-10.978
205.802	131.525	61.197	160.692	65.621	54.564	139.544	118.619	64.394	-101.350	-38.414	20.081	-102.365	-48.277	99.778	172.989	-225.264	-10.976
206.202	132.437	57.768	160.774	65.988	53.434	139.724	119.152	62.697	-101.318	-38.557	20.244	-102.234	-48.043	99.943	173.003	-225.266	-10.955
205.658	133.369	55.290	160.730	66.450	52.270	139.531	119.922	60.725	-101.313	-38.724	20.360	-102.085	-47.827	100.064	172.957	-225.293	-10.951
204.306	134.633	54.316	160.390	67.003	51.677	138.751	120.857	58.847	-101.375	-38.902	20.372	-101.987	-47.708	100.180	172.916	-225.326	-10.942
204.262	134.564	54.070	160.111	67.522	51.226	138.052	121.261	58.115	-101.423	-39.122	20.294	-101.937	-47.607	100.325	172.886	-225.356	-10.928
204.332	134.084	55.039	159.897	67.592	50.975	138.091	121.232	58.471	-101.382	-39.204	20.163	-101.799	-47.504	100.289	172.880	-225.320	-10.953
203.919	134.227	56.963	159.792	67.511	51.669	137.816	121.138	59.524	-101.352	-39.087	19.935	-101.683	-47.460	99.947	172.952	-225.260	-10.949
203.974	133.947	58.812	159.717	67.375	52.916	137.790	120.807	61.038	-101.260	-38.920	19.575	-101.681	-47.552	99.457	172.965	-225.243	-10.949
204.141	133.622	60.424	159.858	67.264	54.033	138.028	120.438	62.599	-101.126	-38.742	19.294	-101.750	-47.742	98.963	173.014	-225.245	-10.971
204.236	133.412	61.849	160.051	67.148	54.938	138.229	120.155	63.908	-101.000	-38.585	19.091	-101.829	-48.063	98.723	173.007	-225.267	-10.974
204.285	133.187	62.930	160.186	67.117	55.523	138.353	119.989	64.954	-100.899	-38.409	19.089	-101.912	-48.526	98.794	172.978	-225.297	-10.960
204.207	133.008	63.948	160.287	67.124	55.737	138.386	119.886	65.710	-100.821	-38.172	19.299	-101.848	-48.999	99.107	172.968	-225.301	-10.976
204.108	132.819	64.910	160.373	67.214	55.738	138.384	119.864	66.204	-100.783	-37.916	19.631	-101.710	-49.514	99.533	172.956	-225.276	-10.975
203.967	132.820	65.875	160.418	67.416	55.718	138.292	119.947	66.570	-100.729	-37.660	19.981	-101.473	-49.869	99.916	172.974	-225.252	-10.966
203.792	132.815	66.761	160.419	67.678	55.763	138.157	120.144	66.820	-100.621	-37.452	20.254	-101.296	-50.072	100.183	173.012	-225.259	-10.966
203.639	132.966	67.549	160.420	68.022	55.922	138.061	120.410	67.044	-100.462	-37.279	20.369	-101.146	-50.085	100.280	173.006	-225.281	-10.969
203.418	133.261	68.187	160.433	68.408	56.153	137.946	120.713	67.265	-100.300	-37.112	20.344	-101.004	-49.902	100.248	172.980	-225.301	-10.974
203.262	133.693	68.667	160.447	68.880	56.417	137.791	121.112	67.510	-100.140	-36.953	20.279	-100.914	-49.642	100.098	172.961	-225.296	-10.973
203.052	134.281	69.011	160.441	69.382	56.670	137.705	121.507	67.764	-99.983	-36.784	20.207	-100.842	-49.394	99.900	172.956	-225.263	-10.971
202.927	134.978	69.222	160.403	69.912	56.890	137.528	122.021	67.980	-99.800	-36.563	20.161	-100.697	-49.092	99.694	172.967	-225.247	-10.963
202.750	135.762	69.301	160.339	70.532	57.018	137.399	122.520	68.167	-99.606	-36.344	20.080	-100.560	-48.869	99.543	172.993	-225.257	-10.968
202.533	136.658	69.273	160.258	71.217	57.032	137.181	123.117	68.276	-99.466	-36.188	20.047	-100.386	-48.733	99.481	172.994	-225.270	-10.971
202.267	137.668	69.083	160.145	72.002	56.920	136.934	123.784	68.276	-99.337	-36.013	20.062	-100.184	-48.631	99.498	172.975	-225.295	-10.979
201.874	138.727	68.742	159.906	72.859	56.607	136.597	124.527	68.139	-99.248	-35.881	20.121	-99.982	-48.598	99.593	172.973	-225.307	-10.971
201.394	139.915	68.270	159.638	73.857	56.188	136.131	125.407	67.864	-99.185	-35.821	20.171	-99.784	-48.584	99.680	172.968	-225.287	-10.973
200.733	141.211	67.678	159.237	74.915	55.675	135.492	126.357	67.430	-99.155	-35.818	20.191	-99.623	-48.525	99.699	172.968	-225.260	-10.967
199.953	142.532	66.992	158.871	76.123	55.132	134.768	127.433	66.943	-99.128	-35.854	20.148	-99.475	-48.394	99.631	172.986	-225.249	-10.962
199.092	144.126	66.228	158.338	77.389	54.656	133.967	128.571	66.388	-99.092	-35.904	20.050	-99.344	-48.180	99.506	172.986	-225.263	-10.965
198.146	145.940	65.433	157.693	78.715	54.249	133.098	129.747	65.829	-99.046	-35.978	19.892	-99.232	-47.965	99.295	172.987	-225.292	-10.974
197.099	147.835	64.579	157.028	80.120	53.891	132.144	131.100	65.308	-99.013	-36.087	19.706	-99.114	-47.791	99.072	172.980	-225.301	-10.974
195.975	149.919	63.678	156.270	81.629	53.611	131.107	132.488	64.794	-98.972	-36.182	19.530	-98.973	-47.615	98.869	172.963	-225.284	-10.981
194.825	152.009	62.823	155.592	83.159	53.439	130.004	134.000	64.294	-98.873	-36.239	19.304	-98.844	-47.417	98.614	172.970	-225.262	-10.978
193.526	154.315	61.854	154.734	84.842	53.145	128.811	135.542	63.748	-98.783	-36.269	19.113	-98.737	-47.288	98.365	172.981	-225.246	-10.970
192.171	156.661	60.923	153.764	86.564	52.870	127.523	137.207	63.160	-98.712	-36.340	18.906	-98.621	-47.173	98.133	172.991	-225.239	-10.950
190.646	158.873	60.277	152.736	88.295	52.703	126.029	138.932	62.491	-98.636	-36.339	18.724	-98.488	-47.020	97.894	172.991	-225.239	-10.950
189.166	160.817	59.883	151.718	89.994	52.488	124.617	140.545	61.887	-98.589	-36.349	18.505	-98.371	-46.861	97.646	172.994	-225.255	-10.934
187.743	162.570	59.784	150.918	91.574	52.227	123.459	142.000	61.497	-98.563	-36.332	18.282	-98.239	-46.718	97.416	172.970	-225.249	-10.944
186.600	164.114	59.960	150.239	92.998	52.133	122.447	143.306	61.391	-98.501	-36.164	18.048	-98.081	-46.559	97.179	172.989	-225.238	-10.939
185.791	165.481	60.340	149.745	94.284	52.203	121.683	144.461	61.604	-98.393	-35.932	17.794	-97.853	-46.312	96.944	173.003	-225.237	-10.945
185.145	166.877	60.920	149.443	95.500	52.452	121.189	145.482	62.057	-98.229	-35.599	17.584	-97.644	-46.059	96.617	173.010	-225.258	-10.955
184.629	168.240	61.510	149.280	96.708	52.825	120.852	146.479	62.665	-97.974	-35.120	17.357	-97.381	-45.710	96.356	172.992	-225.282	-10.963
184.249	169.593	62.060	149.133	97.932	53.275	120.562	147.509	63.287	-97.670	-34.644	17.176	-97.135	-45.385	96.090	172.980	-225.288	-10.971
183.897	171.070	62.581	148.988	99.196	53.752	120.256	148.595	63.800	-97.288	-34.089	17.117	-96.790	-44.997	95.957	172.980	-225.285	-10.968
183.477	172.603	63.080	148.864	100.516	54.181	119.934	149.794	64.210	-96.841	-33.469	17.120	-96.428	-44.615	95.918	172.979	-225.258	-10.962
