NO_OF_FRAMES	5618
NO_OF_CAMERAS	13
NO_OF_MARKERS	6
FREQUENCY	120
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2025-10-10, 15:47:17.423	14041227.18119250
DATA_INCLUDED	3D
MARKER_NAMES	hand	R wrist	L wrist	R elbow	L elbow	
TRAJECTORY_TYPES	Mixed	Measured	Measured	Mixed	Measured	Mixed
hand X	hand Y	hand Z	R wrist X	R wrist Y	R wrist Z	L wrist X	L wrist Y	L wrist Z	R elbow X	R elbow Y	R elbow Z	L elbow X	L elbow Y	L elbow Z	 X	 Y	 Z	
225.948	160.508	172.279	206.744	93.298	135.559	168.401	133.852	150.877	-18.354	-37.374	28.490	-24.008	-69.387	100.458	172.845	-225.502	-11.016
225.714	159.771	173.740	206.658	92.715	136.689	168.223	133.224	152.023	-18.142	-37.916	28.459	-23.938	-69.805	100.500	172.850	-225.505	-11.008
225.546	159.002	175.044	206.599	92.105	137.691	168.068	132.589	153.081	-17.958	-38.116	28.571	-23.876	-70.245	100.496	172.845	-225.503	-11.016
225.386	158.226	176.197	206.276	91.656	138.315	167.972	131.947	154.004	-17.805	-38.371	28.646	-23.788	-70.667	100.498	172.850	-225.506	-11.008
225.266	157.444	177.188	206.201	91.138	138.840	167.889	131.309	154.757	-17.685	-38.669	28.694	-23.744	-71.051	100.452	172.850	-225.506	-11.008
225.224	156.639	177.953	206.085	90.619	139.250	167.864	130.667	155.365	-17.620	-38.955	28.726	-23.740	-71.476	100.393	172.839	-225.499	-11.014
225.296	155.847	178.679	205.517	90.194	139.237	167.859	130.049	155.852	-17.569	-39.280	28.711	-23.727	-71.841	100.333	172.850	-225.506	-11.008
225.319	155.133	179.065	205.580	89.738	139.322	167.875	129.485	156.144	-17.518	-39.580	28.700	-23.740	-72.244	100.250	172.850	-225.506	-11.008
225.397	154.475	179.246	206.049	89.302	139.360	167.963	129.010	156.246	-17.488	-39.924	28.646	-23.746	-72.570	100.171	172.850	-225.506	-11.008
225.493	153.888	179.237	206.122	88.848	139.250	168.097	128.496	156.202	-17.460	-40.277	28.561	-23.756	-72.886	100.096	172.855	-225.513	-11.004
225.598	153.439	179.046	205.736	88.408	138.788	168.221	128.092	155.975	-17.428	-40.651	28.483	-23.777	-73.215	100.025	172.850	-225.506	-11.008
225.729	152.995	178.576	205.860	87.992	138.363	168.340	127.736	155.487	-17.448	-41.096	28.375	-23.804	-73.513	99.972	172.850	-225.506	-11.008
225.906	152.652	177.859	206.449	87.605	137.969	168.493	127.465	154.762	-17.489	-41.514	28.248	-23.822	-73.797	99.948	172.850	-225.506	-11.009
226.138	152.368	176.838	206.606	87.267	137.176	168.748	127.189	153.844	-17.559	-41.740	28.210	-23.856	-74.072	99.909	172.850	-225.506	-11.009
226.456	152.171	175.503	206.716	86.868	136.344	168.961	126.941	152.666	-17.653	-42.262	28.069	-23.901	-74.298	99.888	172.850	-225.507	-11.009
226.355	152.363	173.428	207.011	86.622	135.068	169.282	126.824	151.254	-17.757	-42.888	27.916	-23.951	-74.471	99.881	172.850	-225.507	-11.009
226.857	152.307	171.407	207.282	86.408	133.475	169.733	126.724	149.557	-17.879	-43.643	27.704	-24.003	-74.585	99.879	172.846	-225.504	-11.017
227.802	152.004	169.245	208.083	86.103	131.674	170.141	126.735	147.567	-18.025	-44.386	27.476	-24.060	-74.671	99.888	172.850	-225.507	-11.009
228.417	152.115	166.455	208.517	86.020	129.527	170.671	126.772	145.280	-18.209	-45.118	27.245	-24.134	-74.737	99.911	172.850	-225.507	-11.009
229.062	152.315	163.263	208.849	86.022	126.990	171.153	126.916	142.652	-18.428	-45.885	27.019	-24.211	-74.758	99.960	172.846	-225.504	-11.018
229.698	152.631	159.652	209.148	86.095	124.127	171.685	127.122	139.638	-18.680	-46.667	26.762	-24.288	-74.747	100.017	172.850	-225.507	-11.009
230.334	153.040	155.620	209.298	86.230	120.930	172.242	127.392	136.300	-18.978	-47.514	26.476	-24.362	-74.700	100.054	172.850	-225.507	-11.009
230.822	153.519	151.293	209.533	86.338	117.524	172.633	127.779	132.725	-19.334	-48.404	26.138	-24.429	-74.633	100.060	172.850	-225.507	-11.009
231.447	154.129	146.518	209.791	86.468	113.937	172.702	128.618	129.526	-19.698	-49.213	25.762	-24.475	-74.541	100.022	172.845	-225.501	-11.014
232.058	154.810	141.470	210.116	86.559	110.261	173.334	128.901	125.050	-20.052	-49.992	25.318	-24.510	-74.401	99.941	172.850	-225.507	-11.009
232.641	155.516	136.175	210.438	86.683	106.444	173.960	129.218	120.237	-20.396	-50.780	24.777	-24.542	-74.188	99.811	172.845	-225.501	-11.014
233.227	156.229	130.612	210.556	86.780	102.243	174.560	129.556	115.234	-20.755	-51.618	24.131	-24.554	-73.869	99.717	172.851	-225.511	-11.014
233.835	156.934	124.745	210.913	86.901	97.915	175.134	129.875	110.089	-21.091	-52.441	23.494	-24.587	-73.552	99.480	172.850	-225.507	-11.009
234.462	157.518	118.565	211.274	87.015	93.254	175.698	130.272	104.850	-21.440	-53.356	22.862	-24.643	-73.101	99.157	172.845	-225.501	-11.014
235.157	158.043	112.037	211.622	87.130	88.218	176.235	130.629	99.397	-21.798	-54.197	22.174	-24.682	-72.638	98.769	172.850	-225.508	-11.010
235.800	158.484	105.244	212.147	87.187	82.936	176.778	130.932	93.707	-22.152	-55.110	21.474	-24.685	-72.064	98.357	172.850	-225.508	-11.010
236.487	158.878	98.064	212.486	87.269	77.239	177.284	131.266	87.745	-22.550	-55.990	20.755	-24.695	-71.483	97.949	172.850	-225.508	-11.010
237.199	159.295	90.601	212.554	87.278	71.150	177.762	131.510	81.597	-22.993	-56.860	20.059	-24.708	-70.807	97.496	172.855	-225.511	-11.001
237.798	159.495	82.960	212.963	87.435	65.472	178.256	131.667	75.497	-23.436	-57.641	19.286	-24.706	-70.079	97.004	172.850	-225.508	-11.010
238.163	159.879	75.077	212.995	87.446	59.115	178.441	132.028	68.732	-23.870	-58.441	18.480	-24.633	-69.336	96.442	172.850	-225.508	-11.010
238.344	160.326	67.071	213.036	87.430	53.230	178.545	132.363	61.877	-24.263	-59.144	17.562	-24.551	-68.463	95.805	172.850	-225.508	-11.010
238.487	160.736	59.136	213.004	87.406	47.397	178.517	132.859	54.982	-24.651	-59.704	16.579	-24.478	-67.565	95.000	172.850	-225.508	-11.010
238.856	161.237	52.176	213.206	87.759	42.024	178.224	133.235	49.946	-25.018	-60.249	15.545	-24.404	-66.615	94.061	172.851	-225.508	-10.979
238.799	162.153	48.643	212.909	88.168	39.824	178.598	134.146	47.334	-25.356	-60.634	14.341	-24.378	-65.718	92.871	172.815	-225.593	-10.910
238.494	163.191	47.931	212.716	88.725	39.418	178.077	134.579	46.289	-25.662	-60.531	12.944	-24.403	-64.913	91.482	172.687	-225.746	-10.838
238.118	164.054	49.436	212.395	89.032	40.547	178.088	135.046	47.031	-25.727	-59.895	11.547	-24.674	-64.233	89.925	172.504	-225.955	-10.956
237.847	164.448	52.552	211.928	89.103	43.205	177.753	135.014	49.425	-25.761	-59.198	10.425	-25.186	-63.777	88.502	172.461	-226.055	-11.089
237.860	164.078	56.675	211.585	89.038	46.144	177.619	134.620	52.675	-26.054	-58.631	9.580	-25.723	-63.761	87.438	172.456	-226.077	-11.163
237.963	163.074	60.702	211.498	88.930	48.803	177.654	134.323	55.736	-26.368	-57.778	9.316	-26.252	-64.100	86.862	172.472	-225.957	-11.220
237.706	162.153	64.290	211.454	88.660	50.642	177.497	133.859	58.263	-26.732	-57.039	9.369	-26.790	-64.643	86.698	172.646	-225.833	-11.241
237.398	161.183	66.923	211.609	88.457	51.466	177.454	133.286	60.242	-27.058	-56.476	9.638	-27.219	-65.186	86.885	172.723	-225.713	-11.155
237.428	160.236	68.990	211.647	88.324	52.050	177.508	133.020	61.751	-27.411	-55.968	10.070	-27.434	-65.650	87.351	172.759	-225.704	-11.107
237.359	159.647	70.593	211.697	88.229	52.730	177.473	132.837	62.822	-27.644	-55.495	10.476	-27.468	-65.965	87.913	172.722	-225.712	-11.114
237.362	159.287	71.587	211.987	88.188	53.279	177.560	132.657	63.517	-27.789	-55.091	10.749	-27.454	-66.113	88.395	172.718	-225.762	-11.103
237.483	159.101	71.865	212.047	88.256	53.371	177.655	132.569	63.788	-27.911	-54.733	10.905	-27.479	-66.140	88.712	172.714	-225.776	-11.119
237.607	159.136	71.600	212.065	88.102	53.399	177.709	132.603	63.606	-28.040	-54.436	10.983	-27.583	-66.076	88.854	172.734	-225.736	-11.115
237.663	159.349	70.760	211.824	88.092	52.904	177.758	132.732	62.903	-28.241	-54.129	11.020	-27.736	-65.942	88.847	172.754	-225.701	-11.116
236.941	160.038	69.273	211.729	88.086	52.110	177.784	132.897	61.699	-28.466	-53.917	10.984	-27.923	-65.705	88.780	172.745	-225.718	-11.104
237.012	160.420	67.276	211.717	88.057	51.078	177.819	133.079	59.958	-28.668	-53.734	10.953	-28.143	-65.390	88.678	172.725	-225.753	-11.103
237.965	160.319	64.915	211.731	88.051	49.685	177.880	133.281	57.718	-28.910	-53.578	10.981	-28.306	-65.039	88.663	172.713	-225.772	-11.115
238.074	160.640	61.934	211.773	87.901	47.909	177.884	133.521	55.205	-29.173	-53.539	10.969	-28.391	-64.604	88.682	172.727	-225.758	-11.118
238.452	160.887	58.896	211.957	87.950	45.861	177.917	133.715	53.199	-29.405	-53.586	10.889	-28.446	-64.146	88.682	172.738	-225.739	-11.107
239.133	161.173	56.534	212.108	88.046	44.451	178.299	133.981	51.991	-29.649	-53.659	10.676	-28.554	-63.663	88.567	172.704	-225.763	-11.097
239.651	161.560	55.050	212.130	88.197	43.609	178.646	134.179	51.316	-29.914	-53.630	10.244	-28.658	-63.148	88.303	172.661	-225.820	-11.082
239.951	161.944	54.603	212.224	88.249	43.327	178.878	134.340	51.120	-30.119	-53.428	9.747	-28.816	-62.634	87.927	172.608	-225.868	-11.080
239.975	162.309	55.114	212.127	88.345	43.789	178.888	134.545	51.453	-30.233	-53.139	9.270	-29.110	-62.148	87.456	172.610	-225.882	-11.094
239.826	162.498	56.370	212.098	88.445	44.832	178.781	134.626	52.258	-30.402	-52.966	8.954	-29.387	-61.799	87.016	172.637	-225.841	-11.098
239.752	162.339	57.771	211.926	88.465	45.786	178.695	134.624	53.230	-30.626	-52.661	8.764	-29.680	-61.614	86.748	172.670	-225.816	-11.097
239.621	161.998	59.143	211.779	88.409	46.545	178.598	134.497	54.113	-30.816	-52.362	8.707	-30.006	-61.515	86.622	172.693	-225.808	-11.114
239.368	161.578	60.294	211.630	88.307	47.017	178.471	134.302	54.770	-31.042	-52.213	8.760	-30.252	-61.474	86.636	172.699	-225.799	-11.114
239.193	161.094	61.022	211.512	88.203	47.159	178.358	134.112	55.152	-31.267	-52.085	8.947	-30.468	-61.505	86.780	172.699	-225.782	-11.107
239.096	160.659	61.383	211.458	88.123	46.999	178.280	133.941	55.255	-31.444	-52.038	9.199	-30.587	-61.590	87.018	172.687	-225.775	-11.113
238.989	160.341	61.360	211.402	88.026	46.689	178.199	133.816	55.112	-31.531	-51.957	9.486	-30.677	-61.668	87.340	172.685	-225.783	-11.100
238.983	160.197	61.004	211.393	87.932	46.382	178.143	133.758	54.847	-31.623	-51.987	9.722	-30.723	-61.720	87.664	172.685	-225.787	-11.105
239.082	160.183	60.439	211.385	87.870	46.142	178.123	133.709	54.528	-31.723	-52.073	9.972	-30.756	-61.748	87.968	172.697	-225.798	-11.103
239.228	160.280	59.786	211.403	87.828	45.968	178.164	133.738	54.231	-31.772	-52.038	10.177	-30.818	-61.731	88.266	172.693	-225.808	-11.114
239.422	160.463	59.087	211.464	87.816	45.795	178.263	133.798	53.948	-31.802	-51.991	10.384	-30.868	-61.688	88.485	172.660	-225.820	-11.112
239.651	160.724	58.445	211.553	87.810	45.639	178.394	133.888	53.692	-31.854	-51.999	10.589	-30.927	-61.593	88.797	172.648	-225.809	-11.114
239.794	160.964	57.980	211.655	87.874	45.528	178.500	133.996	53.486	-31.885	-51.861	10.944	-30.952	-61.462	89.179	172.667	-225.814	-11.116
239.882	161.303	57.779	211.695	87.989	45.530	178.580	134.181	53.384	-31.928	-51.720	11.327	-30.955	-61.267	89.635	172.679	-225.822	-11.110
239.919	161.565	57.782	211.668	88.174	45.679	178.604	134.415	53.435	-31.989	-51.458	11.779	-30.938	-61.096	90.193	172.672	-225.830	-11.111
239.907	161.815	57.963	211.615	88.389	45.913	178.591	134.625	53.601	-32.062	-51.169	12.268	-30.911	-60.878	90.778	172.674	-225.819	-11.119
239.846	162.043	58.243	211.521	88.608	46.199	178.545	134.857	53.838	-32.135	-50.901	12.766	-30.877	-60.686	91.419	172.674	-225.793	-11.113
239.731	162.206	58.577	211.393	88.869	46.474	178.428	135.123	54.119	-32.246	-50.691	13.319	-30.862	-60.496	92.033	172.680	-225.771	-11.110
239.547	162.400	58.911	211.187	89.173	46.755	178.245	135.386	54.369	-32.360	-50.385	13.910	-30.851	-60.309	92.629	172.680	-225.758	-11.107
239.337	162.637	59.175	210.997	89.469	46.966	178.020	135.660	54.544	-32.492	-50.171	14.489	-30.841	-60.179	93.267	172.685	-225.761	-11.099
239.078	162.907	59.370	210.749	89.805	47.143	177.741	135.998	54.645	-32.603	-49.930	15.075	-30.868	-60.058	93.879	172.692	-225.752	-11.099
238.766	163.212	59.465	210.514	90.159	47.303	177.441	136.326	54.684	-32.723	-49.679	15.650	-30.902	-59.981	94.497	172.704	-225.750	-11.094
238.438	163.615	59.462	210.216	90.526	47.458	177.093	136.677	54.691	-32.827	-49.469	16.150	-30.987	-59.908	95.035	172.696	-225.742	-11.087
238.105	164.064	59.425	209.932	90.907	47.634	176.731	137.058	54.717	-32.943	-49.388	16.594	-31.087	-59.836	95.504	172.696	-225.729	-11.085
237.742	164.518	59.352	209.622	91.264	47.771	176.360	137.419	54.749	-33.062	-49.245	16.989	-31.201	-59.775	95.914	172.701	-225.706	-11.071
237.377	165.000	59.242	209.264	91.618	47.877	175.964	137.778	54.803	-33.183	-49.099	17.378	-31.318	-59.734	96.288	172.708	-225.697	-11.070
236.947	165.439	59.181	208.889	91.979	47.926	175.543	138.108	54.921	-33.344	-49.070	17.794	-31.421	-59.768	96.667	172.701	-225.693	-11.068
236.463	165.891	59.152	208.438	92.351	47.872	175.088	138.443	55.088	-33.460	-49.027	18.185	-31.526	-59.845	96.990	172.696	-225.703	-11.079
235.837	166.378	59.165	207.885	92.819	47.833	174.502	138.953	55.254	-33.611	-49.080	18.507	-31.646	-59.989	97.274	172.696	-225.703	-11.079
235.055	166.951	59.252	207.275	93.361	47.816	173.786	139.436	55.484	-33.793	-49.094	18.745	-31.788	-60.140	97.506	172.715	-225.718	-11.080
234.181	167.624	59.436	206.493	94.037	47.834	172.915	139.989	55.725	-33.981	-49.121	18.929	-31.951	-60.260	97.681	172.698	-225.717	-11.093
233.099	168.456	59.624	205.622	94.812	47.855	171.919	140.572	55.999	-34.188	-49.237	19.005	-32.149	-60.350	97.775	172.692	-225.726	-11.093
231.806	169.406	59.778	204.631	95.701	47.877	170.760	141.321	56.254	-34.415	-49.457	19.080	-32.335	-60.397	97.789	172.691	-225.722	-11.089
230.304	170.556	59.940	203.515	96.758	47.902	169.423	142.152	56.489	-34.644	-49.629	19.101	-32.550	-60.399	97.744	172.698	-225.717	-11.093
228.581	171.898	59.952	202.224	97.942	47.937	167.914	143.118	56.678	-34.911	-49.848	19.075	-32.830	-60.379	97.654	172.703	-225.720	-11.084
226.703	173.388	60.039	200.799	99.287	47.962	166.220	144.259	56.826	-35.223	-50.097	18.984	-33.090	-60.364	97.519	172.710	-225.728	-11.091
224.633	175.036	60.069	199.232	100.757	47.987	164.372	145.456	56.910	-35.508	-50.306	18.881	-33.320	-60.372	97.376	172.710	-225.728	-11.091
222.426	176.810	60.038	197.574	102.337	47.940	162.371	146.731	56.932	-35.826	-50.522	18.784	-33.613	-60.367	97.223	172.698	-225.717	-11.093
220.103	178.705	59.949	195.801	103.991	47.885	160.253	148.185	56.963	-36.174	-50.762	18.691	-33.885	-60.371	97.092	172.703	-225.720	-11.084
217.658	180.670	59.887	193.965	105.763	47.838	158.067	149.639	56.961	-36.486	-50.949	18.601	-34.122	-60.362	96.953	172.698	-225.713	-11.089
215.147	182.719	59.790	192.089	107.547	47.803	155.814	151.113	56.934	-36.809	-51.096	18.553	-34.362	-60.341	96.810	172.705	-225.708	-11.093
210.410	185.308	61.134	190.031	109.443	47.772	153.514	152.628	56.927	-37.130	-51.259	18.506	-34.614	-60.310	96.693	172.691	-225.709	-11.086
208.211	187.267	61.136	188.099	111.309	47.836	151.202	154.207	56.969	-37.372	-51.263	18.494	-34.847	-60.261	96.589	172.698	-225.717	-11.093
205.993	189.227	61.153	186.181	113.211	47.924	148.898	155.756	57.013	-37.613	-51.275	18.530	-35.061	-60.192	96.512	172.710	-225.711	-11.084
203.760	191.238	61.224	184.295	115.124	48.061	146.605	157.343	57.112	-37.831	-51.187	18.583	-35.307	-60.096	96.463	172.703	-225.720	-11.085
201.510	193.182	61.299	182.368	117.056	48.179	144.317	158.929	57.219	-38.033	-51.040	18.649	-35.525	-59.964	96.424	172.698	-225.714	-11.089
199.326	195.166	61.381	180.478	118.962	48.293	142.045	160.475	57.320	-38.209	-50.907	18.768	-35.694	-59.821	96.408	172.703	-225.720	-11.085
197.116	197.046	61.497	178.597	120.822	48.401	139.778	162.046	57.421	-38.372	-50.792	18.868	-35.885	-59.644	96.434	172.703	-225.721	-11.085
194.961	198.978	61.628	176.735	122.692	48.478	137.561	163.576	57.513	-38.521	-50.718	18.937	-36.080	-59.430	96.456	172.715	-225.718	-11.080
192.808	200.809	61.723	174.928	124.545	48.573	135.397	165.080	57.622	-38.707	-50.748	19.026	-36.200	-59.210	96.509	172.715	-225.732	-11.083
190.733	202.632	61.835	173.129	126.403	48.629	133.280	166.549	57.743	-38.908	-51.240	18.994	-36.305	-58.986	96.585	172.698	-225.718	-11.094
188.678	204.417	61.914	171.451	128.153	48.701	131.188	168.016	57.862	-39.035	-51.090	19.142	-36.414	-58.732	96.678	172.703	-225.721	-11.085
186.643	206.118	61.984	169.821	129.856	48.803	129.094	169.468	57.975	-39.152	-50.952	19.313	-36.527	-58.470	96.774	172.698	-225.718	-11.094
184.591	207.866	62.045	168.096	131.617	48.891	127.018	170.880	58.063	-39.255	-50.823	19.488	-36.599	-58.234	96.875	172.717	-225.720	-11.092
179.933	211.071	60.212	166.113	133.371	48.851	125.011	172.211	58.175	-39.351	-50.725	19.609	-36.668	-58.018	96.951	172.705	-225.722	-11.096
177.615	212.904	60.269	164.414	135.133	48.937	122.986	173.542	58.252	-39.414	-50.542	19.757	-36.740	-57.783	97.036	172.698	-225.718	-11.094
175.328	214.666	60.313	162.759	136.792	49.082	120.988	174.863	58.341	-39.478	-50.422	19.885	-36.797	-57.539	97.135	172.698	-225.718	-11.094
173.059	216.371	60.335	161.123	138.381	49.218	119.086	176.148	58.447	-39.528	-50.334	20.004	-36.866	-57.312	97.203	172.705	-225.722	-11.096
170.888	218.028	60.353	159.522	139.903	49.349	117.216	177.369	58.558	-39.588	-50.243	20.132	-36.975	-57.051	97.263	172.704	-225.725	-11.089
168.715	219.605	60.361	157.942	141.375	49.461	115.342	178.536	58.638	-39.615	-50.130	20.262	-37.052	-56.792	97.338	172.710	-225.729	-11.092
166.607	221.146	60.367	156.430	142.811	49.556	113.544	179.633	58.721	-39.637	-50.050	20.372	-37.099	-56.540	97.400	172.699	-225.731	-11.097
164.584	222.590	60.361	154.929	144.182	49.620	111.840	180.705	58.784	-39.648	-49.992	20.490	-37.131	-56.304	97.472	172.699	-225.731	-11.097
162.634	223.931	60.364	153.520	145.459	49.665	110.184	181.705	58.871	-39.658	-49.906	20.638	-37.169	-56.107	97.556	172.710	-225.729	-11.092
160.768	225.224	60.369	152.165	146.691	49.736	108.597	182.653	58.945	-39.687	-49.869	20.797	-37.205	-55.933	97.650	172.704	-225.725	-11.089
158.951	226.450	60.387	150.856	147.829	49.819	107.059	183.527	59.021	-39.702	-49.829	20.901	-37.253	-55.784	97.716	172.710	-225.729	-11.092
157.228	227.573	60.440	149.603	148.883	49.920	105.587	184.334	59.110	-39.719	-49.801	20.980	-37.314	-55.645	97.774	172.710	-225.729	-11.092
155.624	228.615	60.519	148.429	149.850	50.046	104.232	185.080	59.174	-39.730	-49.773	21.038	-37.381	-55.533	97.811	172.705	-225.722	-11.096
154.139	229.541	60.619	147.364	150.750	50.205	102.963	185.744	59.277	-39.731	-49.737	21.101	-37.437	-55.437	97.835	172.701	-225.719	-11.105
152.782	230.391	60.725	146.387	151.540	50.343	101.853	186.356	59.409	-39.730	-49.706	21.157	-37.482	-55.352	97.858	172.710	-225.729	-11.092
151.564	231.130	60.840	145.500	152.253	50.506	100.794	186.868	59.528	-39.724	-49.713	21.215	-37.527	-55.290	97.874	172.699	-225.731	-11.097
150.532	231.793	60.947	144.723	152.847	50.659	99.901	187.324	59.682	-39.722	-49.708	21.267	-37.564	-55.241	97.891	172.710	-225.729	-11.092
149.611	232.336	61.061	144.053	153.349	50.788	99.149	187.699	59.797	-39.708	-49.699	21.321	-37.607	-55.210	97.902	172.718	-225.737	-11.099
148.852	232.761	61.154	143.515	153.769	50.889	98.503	188.008	59.912	-39.699	-49.722	21.362	-37.636	-55.187	97.914	172.723	-225.740	-11.090
148.238	233.101	61.233	143.094	154.099	50.968	98.002	188.217	59.989	-39.689	-49.751	21.399	-37.668	-55.185	97.916	172.699	-225.731	-11.097
147.809	233.323	61.281	142.796	154.298	51.017	97.664	188.358	60.045	-39.679	-49.768	21.410	-37.690	-55.183	97.911	172.711	-225.729	-11.092
147.544	233.445	61.338	142.628	154.412	51.077	97.452	188.417	60.061	-39.668	-49.837	21.404	-37.720	-55.196	97.880	172.694	-225.728	-11.105
147.448	233.467	61.375	142.606	154.416	51.150	97.396	188.411	60.070	-39.648	-49.876	21.405	-37.742	-55.211	97.853	172.706	-225.726	-11.100
147.560	233.368	61.412	142.723	154.321	51.218	97.490	188.322	60.072	-39.618	-49.953	21.387	-37.760	-55.222	97.818	172.717	-225.733	-11.095
147.837	233.182	61.422	142.950	154.148	51.219	97.773	188.159	60.105	-39.579	-50.046	21.382	-37.770	-55.242	97.787	172.706	-225.752	-11.106
148.266	232.898	61.417	143.280	153.897	51.178	98.160	187.964	60.169	-39.524	-50.149	21.395	-37.759	-55.288	97.757	172.706	-225.765	-11.109
148.793	232.548	61.397	143.672	153.598	51.080	98.619	187.700	60.220	-39.456	-50.262	21.406	-37.748	-55.350	97.736	172.705	-225.781	-11.105
149.370	232.154	61.382	144.118	153.233	50.950	99.133	187.394	60.278	-39.391	-50.372	21.431	-37.740	-55.436	97.723	172.705	-225.781	-11.105
150.007	231.722	61.357	144.597	152.843	50.792	99.672	187.065	60.313	-39.314	-50.459	21.457	-37.723	-55.563	97.698	172.695	-225.784	-11.120
150.625	231.259	61.332	145.076	152.413	50.627	100.265	186.723	60.339	-39.236	-50.587	21.469	-37.701	-55.685	97.695	172.700	-225.787	-11.112
151.268	230.771	61.325	145.599	151.976	50.518	100.856	186.343	60.357	-39.158	-50.680	21.473	-37.688	-55.829	97.684	172.700	-225.787	-11.112
151.861	230.274	61.343	146.107	151.506	50.492	101.379	185.937	60.340	-39.083	-50.857	21.457	-37.679	-55.976	97.667	172.695	-225.784	-11.120
152.437	229.735	61.410	146.618	151.005	50.538	101.973	185.517	60.340	-39.003	-51.027	21.451	-37.667	-56.095	97.649	172.700	-225.787	-11.112
153.088	229.168	61.456	147.158	150.456	50.653	102.533	185.046	60.329	-38.915	-51.228	21.422	-37.655	-56.233	97.622	172.695	-225.784	-11.121
153.801	228.598	61.518	147.731	149.845	50.762	103.154	184.547	60.345	-38.849	-51.413	21.408	-37.644	-56.375	97.596	172.700	-225.787	-11.112
154.600	227.924	61.558	148.354	149.174	50.848	103.865	184.009	60.384	-38.752	-51.623	21.400	-37.614	-56.536	97.569	172.707	-225.782	-11.116
155.530	227.199	61.580	149.068	148.442	50.913	104.675	183.403	60.406	-38.653	-51.874	21.395	-37.582	-56.724	97.549	172.707	-225.782	-11.116
156.573	226.390	61.558	149.869	147.657	50.947	105.582	182.765	60.420	-38.586	-52.163	21.383	-37.551	-56.912	97.563	172.707	-225.782	-11.116
157.743	225.531	61.528	150.755	146.781	50.968	106.630	182.064	60.453	-38.473	-52.427	21.440	-37.516	-57.099	97.606	172.702	-225.779	-11.124
159.028	224.580	61.513	151.748	145.839	51.010	107.711	181.295	60.453	-38.354	-52.694	21.515	-37.471	-57.309	97.677	172.702	-225.789	-11.123
160.402	223.582	61.504	152.809	144.860	51.049	108.922	180.505	60.467	-38.216	-52.918	21.600	-37.423	-57.522	97.757	172.702	-225.789	-11.123
161.901	222.484	61.492	153.951	143.796	51.115	110.233	179.672	60.471	-38.093	-53.157	21.669	-37.364	-57.709	97.845	172.690	-225.781	-11.129
163.517	221.341	61.494	155.177	142.666	51.200	111.614	178.760	60.442	-37.968	-53.407	21.755	-37.276	-57.883	97.951	172.697	-225.772	-11.129
165.220	220.110	61.514	156.470	141.484	51.252	113.132	177.821	60.430	-37.813	-53.705	21.825	-37.196	-58.076	98.071	172.702	-225.779	-11.124
167.057	218.776	61.536	157.873	140.194	51.344	114.691	176.802	60.432	-37.654	-53.948	21.893	-37.118	-58.274	98.191	172.702	-225.779	-11.124
169.009	217.372	61.565	159.331	138.864	51.409	116.402	175.731	60.451	-37.477	-54.155	21.979	-37.037	-58.472	98.319	172.690	-225.781	-11.129
171.117	215.881	61.611	160.933	137.438	51.506	118.227	174.597	60.492	-37.287	-54.375	22.094	-36.960	-58.647	98.432	172.702	-225.779	-11.124
173.364	214.332	61.648	162.606	135.930	51.555	120.184	173.384	60.535	-37.093	-54.562	22.186	-36.872	-58.828	98.552	172.702	-225.779	-11.124
175.723	212.656	61.694	164.365	134.344	51.627	122.203	172.129	60.612	-36.884	-54.786	22.276	-36.763	-59.013	98.707	172.702	-225.779	-11.124
178.192	210.933	61.725	166.205	132.707	51.711	124.352	170.818	60.677	-36.702	-54.923	22.389	-36.634	-59.192	98.839	172.697	-225.773	-11.129
180.751	209.094	61.782	168.092	130.945	51.793	126.575	169.451	60.715	-36.485	-55.081	22.532	-36.473	-59.383	98.992	172.697	-225.773	-11.129
183.396	207.173	61.818	170.103	129.162	51.898	128.887	168.016	60.760	-36.243	-55.233	22.671	-36.337	-59.543	99.129	172.702	-225.779	-11.124
186.153	205.191	61.883	172.146	127.269	52.027	131.291	166.523	60.779	-36.034	-55.332	22.809	-36.190	-59.691	99.319	172.695	-225.784	-11.121
189.011	203.145	61.937	174.259	125.322	52.168	133.758	164.977	60.812	-35.754	-55.475	22.951	-36.025	-59.843	99.495	172.697	-225.773	-11.129
191.949	201.039	61.986	176.458	123.361	52.307	136.323	163.436	60.871	-35.459	-55.618	23.079	-35.815	-59.986	99.706	172.702	-225.779	-11.124
196.074	197.830	64.223	178.707	121.287	52.433	139.001	161.771	60.937	-35.162	-55.641	23.229	-35.629	-60.117	99.964	172.690	-225.768	-11.126
198.808	195.719	64.256	181.063	119.092	52.549	141.773	160.036	60.996	-34.851	-55.750	23.382	-35.391	-60.242	100.246	172.697	-225.773	-11.129
201.557	193.459	64.304	183.429	116.854	52.666	144.630	158.230	61.048	-34.483	-55.163	23.691	-35.117	-60.354	100.519	172.707	-225.769	-11.113
204.385	191.166	64.305	185.852	114.535	52.791	147.520	156.405	61.085	-34.161	-55.164	23.830	-34.879	-60.446	100.775	172.702	-225.766	-11.122
208.107	188.941	62.217	188.400	112.196	52.958	150.514	154.513	61.148	-33.804	-55.177	23.976	-34.612	-60.545	101.046	172.702	-225.766	-11.122
